,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_vaccinations,people_fully_vaccinated_per_hundred
99639,2022-08-05,21251774.0,38215.0,172904.0,175.0,358738.278,645.084,2918.687,2.954,139901703.0,80.95
99640,2022-08-06,21286771.0,34997.0,173062.0,158.0,359329.042,590.763,2921.354,2.667,139926513.0,80.95
99641,2022-08-07,21313427.0,26656.0,173136.0,74.0,359779.005,449.964,2922.604,1.249,139930877.0,80.95
99642,2022-08-08,21325402.0,11975.0,173249.0,113.0,359981.148,202.143,2924.511,1.907,139962637.0,80.95
99643,2022-08-09,21368480.0,43078.0,173426.0,177.0,360708.322,727.174,2927.499,2.988,139998845.0,80.95
99644,2022-08-10,21400179.0,31699.0,173571.0,145.0,361243.413,535.092,2929.947,2.448,140032476.0,80.95
99645,2022-08-11,21428602.0,28423.0,173701.0,130.0,361723.204,479.791,2932.141,2.194,140064824.0,80.95
99646,2022-08-12,21455291.0,26689.0,173853.0,152.0,362173.725,450.521,2934.707,2.566,140089185.0,80.95
99647,2022-08-13,21480076.0,24785.0,173982.0,129.0,362592.106,418.381,2936.884,2.178,140098430.0,80.95
99648,2022-08-14,21499531.0,19455.0,174060.0,78.0,362920.514,328.408,2938.201,1.317,140099237.0,80.95
99649,2022-08-15,21509424.0,9893.0,174102.0,42.0,363087.511,166.998,2938.91,0.709,140099433.0,80.95
99650,2022-08-16,21518365.0,8941.0,174172.0,70.0,363238.439,150.928,2940.092,1.182,140117100.0,80.95
99651,2022-08-17,21554626.0,36261.0,174300.0,128.0,363850.539,612.1,2942.252,2.161,140138009.0,80.95
99652,2022-08-18,21581917.0,27291.0,174447.0,147.0,364311.222,460.683,2944.734,2.481,140163288.0,80.95
99653,2022-08-19,21606606.0,24689.0,174571.0,124.0,364727.982,416.76,2946.827,2.093,140183044.0,80.95
99654,2022-08-20,21630998.0,24392.0,174659.0,88.0,365139.728,411.747,2948.312,1.485,140192319.0,80.95
99655,2022-08-21,21650468.0,19470.0,174722.0,63.0,365468.39,328.661,2949.376,1.063,140193228.0,80.95
99656,2022-08-22,21660885.0,10417.0,174797.0,75.0,365644.233,175.843,2950.642,1.266,140209552.0,80.95
99657,2022-08-23,21696242.0,35357.0,174931.0,134.0,366241.073,596.84,2952.904,2.262,140230467.0,80.95
99658,2022-08-24,21721630.0,25388.0,175043.0,112.0,366669.632,428.559,2954.794,1.891,140250089.0,80.96
99659,2022-08-25,21745065.0,23435.0,175127.0,84.0,367065.224,395.592,2956.212,1.418,140272389.0,80.96
99660,2022-08-26,21767060.0,21995.0,175226.0,99.0,367436.508,371.284,2957.884,1.671,140292753.0,80.96
99661,2022-08-27,21788862.0,21802.0,175306.0,80.0,367804.535,368.026,2959.234,1.35,140302431.0,80.96
99662,2022-08-28,21806509.0,17647.0,175347.0,41.0,368102.423,297.888,2959.926,0.692,140303623.0,80.96
99663,2022-08-29,21814856.0,8347.0,175407.0,60.0,368243.323,140.901,2960.939,1.013,140321654.0,80.96
99664,2022-08-30,21845943.0,31087.0,175505.0,98.0,368768.084,524.761,2962.593,1.654,140343396.0,80.96
99665,2022-08-31,21867757.0,21814.0,175595.0,90.0,369136.313,368.229,2964.112,1.519,140364810.0,80.96
99666,2022-09-01,21888255.0,20498.0,175663.0,68.0,369482.327,346.014,2965.26,1.148,140384315.0,80.96
99667,2022-09-02,21907413.0,19158.0,175754.0,91.0,369805.722,323.395,2966.796,1.536,140400651.0,80.96
99668,2022-09-03,21925073.0,17660.0,175802.0,48.0,370103.83,298.108,2967.607,0.81,140409251.0,80.96
99669,2022-09-04,21938269.0,13196.0,175832.0,30.0,370326.583,222.754,2968.113,0.506,140409905.0,80.96
99670,2022-09-05,21944877.0,6608.0,175872.0,40.0,370438.129,111.546,2968.788,0.675,140424373.0,80.96
99671,2022-09-06,21969725.0,24848.0,175952.0,80.0,370857.573,419.444,2970.139,1.35,140440637.0,80.96
99672,2022-09-07,21987295.0,17570.0,176009.0,57.0,371154.161,296.588,2971.101,0.962,140456803.0,80.96
99673,2022-09-08,22004612.0,17317.0,176098.0,89.0,371446.479,292.318,2972.603,1.502,140472894.0,80.96
99674,2022-09-09,22020154.0,15542.0,176157.0,59.0,371708.834,262.355,2973.599,0.996,140487343.0,80.96
99675,2022-09-10,22035291.0,15137.0,176204.0,47.0,371964.353,255.518,2974.393,0.793,140493736.0,80.96
99676,2022-09-11,22047192.0,11901.0,176238.0,34.0,372165.246,200.894,2974.967,0.574,140494188.0,80.96
99677,2022-09-12,22054443.0,7251.0,176242.0,4.0,372287.646,122.4,2975.034,0.068,140505339.0,80.96
99678,2022-09-13,22077601.0,23158.0,176335.0,93.0,372678.562,390.916,2976.604,1.57,140519402.0,80.96
99679,2022-09-14,22096450.0,18849.0,176404.0,69.0,372996.741,318.179,2977.769,1.165,140535540.0,80.96
99680,2022-09-15,22114423.0,17973.0,176464.0,60.0,373300.132,303.391,2978.782,1.013,140553037.0,80.97
99681,2022-09-16,22131785.0,17362.0,176508.0,44.0,373593.209,293.077,2979.524,0.743,140570278.0,80.97
99682,2022-09-17,22148935.0,17150.0,176546.0,38.0,373882.708,289.499,2980.166,0.641,140578763.0,80.97
99683,2022-09-18,22161016.0,12081.0,176578.0,32.0,374086.64,203.932,2980.706,0.54,140579814.0,80.97
99684,2022-09-19,22169273.0,8257.0,176609.0,31.0,374226.021,139.381,2981.229,0.523,140593734.0,80.97
99685,2022-09-20,22197658.0,28385.0,176669.0,60.0,374705.171,479.15,2982.242,1.013,140611080.0,80.97
99686,2022-09-21,22218846.0,21188.0,176715.0,46.0,375062.833,357.662,2983.018,0.776,140629179.0,80.97
99687,2022-09-22,22241369.0,22523.0,176775.0,60.0,375443.03,380.197,2984.031,1.013,140648979.0,80.97
99688,2022-09-23,22262452.0,21083.0,176824.0,49.0,375798.919,355.889,2984.858,0.827,140666456.0,80.97
99689,2022-09-24,22284812.0,22360.0,176867.0,43.0,376176.365,377.446,2985.584,0.726,140676914.0,80.97
99690,2022-09-25,22303606.0,18794.0,176880.0,13.0,376493.615,317.25,2985.804,0.219,140678053.0,80.97
99691,2022-09-26,22313612.0,10006.0,176912.0,32.0,376662.52,168.905,2986.344,0.54,140695914.0,80.97
99692,2022-09-27,22358487.0,44875.0,176976.0,64.0,377420.028,757.508,2987.424,1.08,140717998.0,80.97
99693,2022-09-28,22395282.0,36795.0,177024.0,48.0,378041.142,621.114,2988.235,0.81,140742533.0,80.97
99694,2022-09-29,22432803.0,37521.0,177054.0,30.0,378674.511,633.369,2988.741,0.506,140768054.0,80.97
99695,2022-09-30,22467278.0,34475.0,177092.0,38.0,379256.463,581.952,2989.382,0.641,140791917.0,80.97
99696,2022-10-01,22500346.0,33068.0,177130.0,38.0,379814.663,558.201,2990.024,0.641,140803897.0,80.97
99697,2022-10-02,22529252.0,28906.0,177150.0,20.0,380302.608,487.945,2990.361,0.338,140805666.0,80.97
99698,2022-10-03,22542568.0,13316.0,177197.0,47.0,380527.387,224.779,2991.155,0.793,140826548.0,80.97
99699,2022-10-04,22602840.0,60272.0,177257.0,60.0,381544.802,1017.415,2992.168,1.013,140853795.0,80.97
99700,2022-10-05,22648063.0,45223.0,177300.0,43.0,382308.184,763.382,2992.894,0.726,140886035.0,80.97
99701,2022-10-06,22692912.0,44849.0,177356.0,56.0,383065.253,757.069,2993.839,0.945,140923913.0,80.97
