,total_cases,total_vaccinations,date,new_vaccinations_smoothed_per_million,new_cases_per_million,new_cases,total_deaths,new_deaths_per_million,new_deaths
99223,4247032.0,43771310.0,2021-06-15,9475.0,21.151,1253.0,127101.0,1.063,63.0
99224,4248432.0,44330135.0,2021-06-16,9387.0,23.633,1400.0,127153.0,0.878,52.0
99225,4249755.0,44935934.0,2021-06-17,9317.0,22.333,1323.0,127190.0,0.625,37.0
99226,4250902.0,45546349.0,2021-06-18,9285.0,19.362,1147.0,127225.0,0.591,35.0
99227,4252095.0,46106220.0,2021-06-19,9267.0,20.138,1193.0,127253.0,0.473,28.0
99228,4252976.0,46544567.0,2021-06-20,9272.0,14.872,881.0,127270.0,0.287,17.0
99229,4253460.0,47104127.0,2021-06-21,9333.0,8.17,484.0,127291.0,0.354,21.0
99230,4254294.0,47676637.0,2021-06-22,9418.0,14.078,834.0,127322.0,0.523,31.0
99231,4255434.0,48245904.0,2021-06-23,9443.0,19.244,1140.0,127352.0,0.506,30.0
99232,4255700.0,48858771.0,2021-06-24,9460.0,4.49,266.0,127362.0,0.169,10.0
99233,4256451.0,49477073.0,2021-06-25,9479.0,12.677,751.0,127418.0,0.945,56.0
99234,4257289.0,50032686.0,2021-06-26,9469.0,14.146,838.0,127458.0,0.675,40.0
99235,4258069.0,50464544.0,2021-06-27,9453.0,13.167,780.0,127472.0,0.236,14.0
99236,4258456.0,51024895.0,2021-06-28,9455.0,6.533,387.0,127500.0,0.473,28.0
99237,4259133.0,51589204.0,2021-06-29,9435.0,11.428,677.0,127542.0,0.709,42.0
99238,4259909.0,52163657.0,2021-06-30,9448.0,13.099,776.0,127566.0,0.405,24.0
99239,4260788.0,52733773.0,2021-07-01,9345.0,14.838,879.0,127587.0,0.354,21.0
99240,4261582.0,53290240.0,2021-07-02,9195.0,13.403,794.0,127615.0,0.473,28.0
99241,4262511.0,53817991.0,2021-07-03,9128.0,15.682,929.0,127637.0,0.371,22.0
99242,4263317.0,54232915.0,2021-07-04,9087.0,13.606,806.0,127649.0,0.203,12.0
99243,4263797.0,54774452.0,2021-07-05,9042.0,8.103,480.0,127680.0,0.523,31.0
99244,4264704.0,55313636.0,2021-07-06,8981.0,15.311,907.0,127704.0,0.405,24.0
99245,4265714.0,55862926.0,2021-07-07,8921.0,17.049,1010.0,127718.0,0.236,14.0
99246,4267105.0,56449569.0,2021-07-08,8961.0,23.481,1391.0,127731.0,0.219,13.0
99247,4268491.0,57049221.0,2021-07-09,9065.0,23.396,1386.0,127756.0,0.422,25.0
99248,4269885.0,57619047.0,2021-07-10,9166.0,23.531,1394.0,127768.0,0.203,12.0
99249,4271276.0,58030679.0,2021-07-11,9158.0,23.481,1391.0,127775.0,0.118,7.0
99250,4272163.0,58598540.0,2021-07-12,9222.0,14.973,887.0,127788.0,0.219,13.0
99251,4273693.0,59170896.0,2021-07-13,9302.0,25.827,1530.0,127808.0,0.338,20.0
99252,4275846.0,59739004.0,2021-07-14,9347.0,36.343,2153.0,127831.0,0.388,23.0
99253,4278319.0,60354003.0,2021-07-15,9415.0,41.745,2473.0,127840.0,0.152,9.0
99254,4281214.0,60950906.0,2021-07-16,9409.0,48.869,2895.0,127851.0,0.186,11.0
99255,4284332.0,61489432.0,2021-07-17,9333.0,52.633,3118.0,127864.0,0.219,13.0
99256,4287458.0,61934751.0,2021-07-18,9415.0,52.768,3126.0,127867.0,0.051,3.0
99257,4289528.0,62509880.0,2021-07-19,9432.0,34.942,2070.0,127874.0,0.118,7.0
99258,4293083.0,63077940.0,2021-07-20,9422.0,60.01,3555.0,127884.0,0.169,10.0
99259,4297337.0,63662987.0,2021-07-21,9463.0,71.809,4254.0,127905.0,0.354,21.0
99260,4302393.0,64270691.0,2021-07-22,9445.0,85.347,5056.0,127920.0,0.253,15.0
99261,4307535.0,64859066.0,2021-07-23,9424.0,86.799,5142.0,127937.0,0.287,17.0
99262,4312673.0,65354673.0,2021-07-24,9321.0,86.731,5138.0,127942.0,0.084,5.0
99263,4317415.0,65718504.0,2021-07-25,9124.0,80.047,4742.0,127949.0,0.118,7.0
99264,4320530.0,66284209.0,2021-07-26,9102.0,52.582,3115.0,127971.0,0.371,22.0
99265,4325046.0,66858216.0,2021-07-27,9116.0,76.232,4516.0,127995.0,0.405,24.0
99266,4330739.0,67398100.0,2021-07-28,9007.0,96.1,5693.0,128010.0,0.253,15.0
99267,4336906.0,67938532.0,2021-07-29,8845.0,104.101,6167.0,128029.0,0.321,19.0
99268,4343519.0,68455076.0,2021-07-30,8672.0,111.63,6613.0,128047.0,0.304,18.0
99269,4350028.0,68888006.0,2021-07-31,8521.0,109.874,6509.0,128063.0,0.27,16.0
99270,4355348.0,69184601.0,2021-08-01,8358.0,89.804,5320.0,128068.0,0.084,5.0
99271,4358533.0,69662706.0,2021-08-02,8147.0,53.764,3185.0,128088.0,0.338,20.0
99272,4363374.0,70131989.0,2021-08-03,7895.0,81.718,4841.0,128115.0,0.456,27.0
99273,4369964.0,70610500.0,2021-08-04,7747.0,111.242,6590.0,128136.0,0.354,21.0
99274,4377188.0,71072991.0,2021-08-05,7559.0,121.944,7224.0,128163.0,0.456,27.0
99275,4383787.0,71513367.0,2021-08-06,7375.0,111.394,6599.0,128187.0,0.405,24.0
99276,4390684.0,71859003.0,2021-08-07,7165.0,116.424,6897.0,128209.0,0.371,22.0
99277,4396417.0,72118808.0,2021-08-08,7076.0,96.775,5733.0,128220.0,0.186,11.0
99278,4400617.0,72526613.0,2021-08-09,6906.0,70.898,4200.0,128242.0,0.371,22.0
99279,4406241.0,72904710.0,2021-08-10,6686.0,94.935,5624.0,128273.0,0.523,31.0
99280,4413162.0,73264014.0,2021-08-11,6399.0,116.829,6921.0,128304.0,0.523,31.0
99281,4420429.0,73603318.0,2021-08-12,6102.0,122.67,7267.0,128334.0,0.506,30.0
99282,4427827.0,73900513.0,2021-08-13,5757.0,124.881,7398.0,128379.0,0.76,45.0
99283,4435008.0,74029379.0,2021-08-14,5234.0,121.218,7181.0,128413.0,0.574,34.0
99284,4440669.0,74082340.0,2021-08-15,4735.0,95.56,5661.0,128432.0,0.321,19.0
99285,4444338.0,74317611.0,2021-08-16,4319.0,61.934,3669.0,128456.0,0.405,24.0
99286,4449606.0,74569176.0,2021-08-17,4014.0,88.926,5268.0,128510.0,0.912,54.0
99287,4456765.0,74829273.0,2021-08-18,3775.0,120.847,7159.0,128579.0,1.165,69.0
99288,4464005.0,75072007.0,2021-08-19,3542.0,122.214,7240.0,128634.0,0.928,55.0
99289,4471225.0,75303868.0,2021-08-20,3384.0,121.876,7220.0,128683.0,0.827,49.0
99290,4478691.0,75460448.0,2021-08-21,3451.0,126.029,7466.0,128728.0,0.76,45.0
99291,4484613.0,75573853.0,2021-08-22,3597.0,99.966,5922.0,128751.0,0.388,23.0
99292,4488779.0,75884989.0,2021-08-23,3780.0,70.324,4166.0,128795.0,0.743,44.0
99293,4494857.0,76166288.0,2021-08-24,3851.0,102.599,6078.0,128855.0,1.013,60.0
99294,4502396.0,76461842.0,2021-08-25,3937.0,127.261,7539.0,128914.0,0.996,59.0
99295,4509611.0,76744273.0,2021-08-26,4033.0,121.792,7215.0,128957.0,0.726,43.0
99296,4517434.0,77035443.0,2021-08-27,4176.0,132.055,7823.0,129002.0,0.76,45.0
99297,4524292.0,77263087.0,2021-08-28,4347.0,115.766,6858.0,129056.0,0.912,54.0
99298,4530246.0,77424365.0,2021-08-29,4462.0,100.506,5954.0,129093.0,0.625,37.0
99299,4534499.0,77775283.0,2021-08-30,4558.0,71.792,4253.0,129146.0,0.895,53.0
99300,4539991.0,78099837.0,2021-08-31,4663.0,92.707,5492.0,129221.0,1.266,75.0
99301,4546487.0,78414354.0,2021-09-01,4708.0,109.655,6496.0,129290.0,1.165,69.0
99302,4553241.0,78713396.0,2021-09-02,4749.0,114.01,6754.0,129352.0,1.047,62.0
99303,4559970.0,79009973.0,2021-09-03,4762.0,113.588,6729.0,129410.0,0.979,58.0
99304,4566126.0,79231106.0,2021-09-04,4746.0,103.916,6156.0,129466.0,0.945,56.0
99305,4571440.0,79374522.0,2021-09-05,4703.0,89.702,5314.0,129515.0,0.827,49.0
99306,4574787.0,79664912.0,2021-09-06,4557.0,56.499,3347.0,129567.0,0.878,52.0
99307,4579502.0,79948207.0,2021-09-07,4457.0,79.591,4715.0,129638.0,1.199,71.0
99308,4585423.0,80220209.0,2021-09-08,4355.0,99.949,5921.0,129707.0,1.165,69.0
99309,4590941.0,80498970.0,2021-09-09,4306.0,93.146,5518.0,129766.0,0.996,59.0
99310,4596558.0,80773160.0,2021-09-10,4252.0,94.817,5617.0,129828.0,1.047,62.0
99311,4601749.0,80978582.0,2021-09-11,4214.0,87.626,5191.0,129885.0,0.962,57.0
99312,4606413.0,81111017.0,2021-09-12,4188.0,78.73,4664.0,129919.0,0.574,34.0
99313,4609205.0,81367926.0,2021-09-13,4107.0,47.13,2792.0,129955.0,0.608,36.0
99314,4613214.0,81607813.0,2021-09-14,4002.0,67.673,4009.0,130027.0,1.215,72.0
99315,4618040.0,81831918.0,2021-09-15,3887.0,81.465,4826.0,130100.0,1.232,73.0
99316,4623155.0,82048490.0,2021-09-16,3737.0,86.343,5115.0,130167.0,1.131,67.0
99317,4627699.0,82267410.0,2021-09-17,3603.0,76.705,4544.0,130233.0,1.114,66.0
99318,4632275.0,82474735.0,2021-09-18,3608.0,77.245,4576.0,130284.0,0.861,51.0
99319,4636111.0,82605785.0,2021-09-19,3605.0,64.753,3836.0,130310.0,0.439,26.0
99320,4638516.0,82872868.0,2021-09-20,3629.0,40.597,2405.0,130354.0,0.743,44.0
99321,4641890.0,83129394.0,2021-09-21,3669.0,56.954,3374.0,130421.0,1.131,67.0
99322,4645853.0,83381671.0,2021-09-22,3737.0,66.897,3963.0,130488.0,1.131,67.0
99323,4649906.0,83612050.0,2021-09-23,3771.0,68.416,4053.0,130551.0,1.063,63.0
99324,4653696.0,83847669.0,2021-09-24,3811.0,63.977,3790.0,130603.0,0.878,52.0
99325,4657215.0,84052955.0,2021-09-25,3806.0,59.402,3519.0,130653.0,0.844,50.0
99326,4660314.0,84180551.0,2021-09-26,3798.0,52.312,3099.0,130697.0,0.743,44.0
99327,4662087.0,84402917.0,2021-09-27,3690.0,29.929,1773.0,130742.0,0.76,45.0
99328,4665049.0,84605518.0,2021-09-28,3560.0,50.0,2962.0,130807.0,1.097,65.0
99329,4668261.0,84803142.0,2021-09-29,3428.0,54.22,3212.0,130870.0,1.063,63.0
99330,4672355.0,85007640.0,2021-09-30,3365.0,69.108,4094.0,130921.0,0.861,51.0
99331,4675758.0,85184511.0,2021-10-01,3224.0,57.444,3403.0,130973.0,0.878,52.0
99332,4679067.0,85335033.0,2021-10-02,3092.0,55.857,3309.0,130998.0,0.422,25.0
99333,4682034.0,85421218.0,2021-10-03,2992.0,50.084,2967.0,131031.0,0.557,33.0
99334,4683646.0,85596795.0,2021-10-04,2879.0,27.211,1612.0,131068.0,0.625,37.0
99335,4686109.0,85763174.0,2021-10-05,2792.0,41.576,2463.0,131118.0,0.844,50.0
99336,4689341.0,85922658.0,2021-10-06,2700.0,54.557,3232.0,131157.0,0.658,39.0
99337,4692274.0,86083699.0,2021-10-07,2595.0,49.51,2933.0,131198.0,0.692,41.0
99338,4695291.0,86256571.0,2021-10-08,2585.0,50.928,3017.0,131228.0,0.506,30.0
99339,4698038.0,86405080.0,2021-10-09,2580.0,46.37,2747.0,131274.0,0.776,46.0
99340,4700316.0,86490428.0,2021-10-10,2578.0,38.454,2278.0,131301.0,0.456,27.0
99341,4701832.0,86673726.0,2021-10-11,2597.0,25.591,1516.0,131335.0,0.574,34.0
99342,4704318.0,86863552.0,2021-10-12,2654.0,41.965,2486.0,131384.0,0.827,49.0
99343,4707087.0,87068865.0,2021-10-13,2764.0,46.742,2769.0,131421.0,0.625,37.0
99344,4709753.0,87294505.0,2021-10-14,2920.0,45.003,2666.0,131461.0,0.675,40.0
99345,4712482.0,87514318.0,2021-10-15,3033.0,46.067,2729.0,131503.0,0.709,42.0
99346,4715464.0,87685747.0,2021-10-16,3088.0,50.337,2982.0,131517.0,0.236,14.0
99347,4717899.0,87789837.0,2021-10-17,3134.0,41.104,2435.0,131541.0,0.405,24.0
99348,4719493.0,87987247.0,2021-10-18,3168.0,26.907,1594.0,131585.0,0.743,44.0
99349,4722188.0,88173619.0,2021-10-19,3159.0,45.493,2695.0,131655.0,1.182,70.0
99350,4725887.0,88361829.0,2021-10-20,3118.0,62.441,3699.0,131688.0,0.557,33.0
99351,4729678.0,88553804.0,2021-10-21,3037.0,63.994,3791.0,131724.0,0.608,36.0
99352,4733557.0,88734539.0,2021-10-22,2943.0,65.479,3879.0,131763.0,0.658,39.0
99353,4737462.0,88868356.0,2021-10-23,2852.0,65.918,3905.0,131802.0,0.658,39.0
99354,4741185.0,88936025.0,2021-10-24,2764.0,62.846,3723.0,131826.0,0.405,24.0
99355,4743720.0,89106218.0,2021-10-25,2698.0,42.792,2535.0,131856.0,0.506,30.0
99356,4747773.0,89277864.0,2021-10-26,2663.0,68.416,4053.0,131904.0,0.81,48.0
99357,4752368.0,89461399.0,2021-10-27,2652.0,77.565,4595.0,131954.0,0.844,50.0
99358,4757231.0,89657274.0,2021-10-28,2661.0,82.089,4863.0,132004.0,0.844,50.0
99359,4762563.0,89840756.0,2021-10-29,2668.0,90.006,5332.0,132037.0,0.557,33.0
99360,4767440.0,89975087.0,2021-10-30,2669.0,82.326,4877.0,132074.0,0.625,37.0
99361,4771965.0,90035989.0,2021-10-31,2653.0,76.384,4525.0,132100.0,0.439,26.0
99362,4774783.0,90088692.0,2021-11-01,2369.0,47.569,2818.0,132120.0,0.338,20.0
99363,4777614.0,90257301.0,2021-11-02,2362.0,47.788,2831.0,132161.0,0.692,41.0
99364,4782802.0,90453613.0,2021-11-03,2393.0,87.575,5188.0,132224.0,1.063,63.0
99365,4788704.0,90657070.0,2021-11-04,2411.0,99.628,5902.0,132283.0,0.996,59.0
99366,4795465.0,90873523.0,2021-11-05,2490.0,114.128,6761.0,132334.0,0.861,51.0
99367,4802225.0,91026572.0,2021-11-06,2536.0,114.111,6760.0,132365.0,0.523,31.0
99368,4808047.0,91093809.0,2021-11-07,2551.0,98.278,5822.0,132391.0,0.439,26.0
99369,4812594.0,91294976.0,2021-11-08,2909.0,76.755,4547.0,132423.0,0.54,32.0
99370,4818705.0,91502433.0,2021-11-09,3003.0,103.156,6111.0,132491.0,1.148,68.0
99371,4826738.0,91720092.0,2021-11-10,3054.0,135.6,8033.0,132551.0,1.013,60.0
99372,4835435.0,91939074.0,2021-11-11,3092.0,146.809,8697.0,132618.0,1.131,67.0
99373,4843957.0,92162913.0,2021-11-12,3109.0,143.855,8522.0,132686.0,1.148,68.0
99374,4852496.0,92330169.0,2021-11-13,3144.0,144.142,8539.0,132739.0,0.895,53.0
99375,4860061.0,92404357.0,2021-11-14,3160.0,127.7,7565.0,132775.0,0.608,36.0
99376,4865260.0,92616710.0,2021-11-15,3187.0,87.761,5199.0,132819.0,0.743,44.0
99377,4873075.0,92836383.0,2021-11-16,3217.0,131.92,7815.0,132893.0,1.249,74.0
99378,4883242.0,93061060.0,2021-11-17,3234.0,171.623,10167.0,132965.0,1.215,72.0
99379,4893887.0,93305323.0,2021-11-18,3295.0,179.692,10645.0,133034.0,1.165,69.0
99380,4904441.0,93560031.0,2021-11-19,3369.0,178.156,10554.0,133082.0,0.81,48.0
99381,4915981.0,93754910.0,2021-11-20,3436.0,194.8,11540.0,133131.0,0.827,49.0
99382,4925688.0,93838828.0,2021-11-21,3459.0,163.858,9707.0,133177.0,0.776,46.0
99383,4932091.0,94095104.0,2021-11-22,3565.0,108.085,6403.0,133247.0,1.182,70.0
99384,4942135.0,94381074.0,2021-11-23,3725.0,169.547,10044.0,133330.0,1.401,83.0
99385,4954585.0,94700829.0,2021-11-24,3954.0,210.161,12450.0,133415.0,1.435,85.0
99386,4968341.0,95051854.0,2021-11-25,4212.0,232.207,13756.0,133486.0,1.199,71.0
99387,4982022.0,95422676.0,2021-11-26,4492.0,230.941,13681.0,133537.0,0.861,51.0
99388,4994891.0,95738239.0,2021-11-27,4783.0,217.234,12869.0,133627.0,1.519,90.0
99389,5007818.0,95899719.0,2021-11-28,4970.0,218.213,12927.0,133674.0,0.793,47.0
99390,5015790.0,96279994.0,2021-11-29,5269.0,134.57,7972.0,133739.0,1.097,65.0
99391,5028547.0,96699922.0,2021-11-30,5592.0,215.343,12757.0,133828.0,1.502,89.0
99392,5043620.0,97165247.0,2021-12-01,5943.0,254.438,15073.0,133931.0,1.739,103.0
99393,5060430.0,97660592.0,2021-12-02,6291.0,283.759,16810.0,134003.0,1.215,72.0
99394,5077445.0,98185629.0,2021-12-03,6663.0,287.22,17015.0,134077.0,1.249,74.0
99395,5094072.0,98656757.0,2021-12-04,7038.0,280.67,16627.0,134152.0,1.266,75.0
99396,5109082.0,98951532.0,2021-12-05,7359.0,253.375,15010.0,134195.0,0.726,43.0
99397,5118576.0,99476166.0,2021-12-06,7708.0,160.262,9494.0,134287.0,1.553,92.0
99398,5134318.0,100020162.0,2021-12-07,8007.0,265.731,15742.0,134386.0,1.671,99.0
99399,5152264.0,100301742.0,2021-12-08,7564.0,302.936,17946.0,134472.0,1.452,86.0
99400,5164780.0,100860268.0,2021-12-09,7716.0,211.275,12516.0,134551.0,1.334,79.0
99401,5185270.0,101439183.0,2021-12-10,7846.0,345.879,20490.0,134669.0,1.992,118.0
99402,5206305.0,101951033.0,2021-12-11,7944.0,355.079,21035.0,134765.0,1.621,96.0
99403,5225517.0,102276231.0,2021-12-12,8017.0,324.306,19212.0,134831.0,1.114,66.0
99404,5238221.0,102799699.0,2021-12-13,8015.0,214.449,12704.0,134929.0,1.654,98.0
99405,5258886.0,103348728.0,2021-12-14,8027.0,348.833,20665.0,135049.0,2.026,120.0
99406,5282076.0,103919213.0,2021-12-15,8723.0,391.456,23190.0,135178.0,2.178,129.0
99407,5308180.0,104509515.0,2021-12-16,8800.0,440.646,26104.0,135301.0,2.076,123.0
99408,5336795.0,105093816.0,2021-12-17,8813.0,483.032,28615.0,135421.0,2.026,120.0
99409,5364852.0,105638852.0,2021-12-18,8893.0,473.613,28057.0,135544.0,2.076,123.0
99410,5389155.0,105989622.0,2021-12-19,8955.0,410.244,24303.0,135641.0,1.637,97.0
99411,5405360.0,106535925.0,2021-12-20,9010.0,273.547,16205.0,135778.0,2.313,137.0
99412,5436143.0,107097358.0,2021-12-21,9040.0,519.629,30783.0,135931.0,2.583,153.0
99413,5472469.0,107650193.0,2021-12-22,8997.0,613.197,36326.0,136077.0,2.465,146.0
99414,5517054.0,108144665.0,2021-12-23,8766.0,752.612,44585.0,136245.0,2.836,168.0
99415,5567644.0,108382480.0,2021-12-24,7931.0,853.979,50590.0,136386.0,2.38,141.0
99416,5622431.0,108419131.0,2021-12-25,6705.0,924.826,54787.0,136530.0,2.431,144.0
99417,5647313.0,108602689.0,2021-12-26,6301.0,420.018,24882.0,136611.0,1.367,81.0
99418,5678112.0,109199834.0,2021-12-27,6424.0,519.899,30799.0,136753.0,2.397,142.0
99419,5756412.0,109851405.0,2021-12-28,6641.0,1321.735,78300.0,136955.0,3.41,202.0
99420,5854428.0,110492347.0,2021-12-29,6854.0,1654.549,98016.0,137091.0,2.296,136.0
99421,5981428.0,111075138.0,2021-12-30,7067.0,2143.81,127000.0,137247.0,2.633,156.0
99422,6125683.0,111356147.0,2021-12-31,7171.0,2435.081,144255.0,137402.0,2.616,155.0
99423,6266939.0,111429315.0,2022-01-01,7259.0,2384.457,141256.0,137513.0,1.874,111.0
99424,6328076.0,111768657.0,2022-01-02,7635.0,1032.017,61137.0,137646.0,2.245,133.0
99425,6396110.0,112396064.0,2022-01-03,7708.0,1148.441,68034.0,137786.0,2.363,140.0
99426,6566947.0,113084546.0,2022-01-04,7797.0,2883.796,170837.0,138045.0,4.372,259.0
99427,6756035.0,113751261.0,2022-01-05,7859.0,3191.88,189088.0,138276.0,3.899,231.0
99428,6975465.0,114091881.0,2022-01-06,7275.0,3704.064,219430.0,138474.0,3.342,198.0
99429,7083762.0,114779451.0,2022-01-07,8255.0,1828.096,108297.0,138697.0,3.764,223.0
99430,7281297.0,115420535.0,2022-01-08,9625.0,3334.468,197535.0,138881.0,3.106,184.0
99431,7436939.0,115841793.0,2022-01-09,9822.0,2627.298,155642.0,139038.0,2.65,157.0
99432,7554344.0,116509959.0,2022-01-10,9921.0,1981.842,117405.0,139265.0,3.832,227.0
99433,7774863.0,117234614.0,2022-01-11,10008.0,3722.447,220519.0,139559.0,4.963,294.0
99434,7971068.0,117947691.0,2022-01-12,10120.0,3312.017,196205.0,139872.0,5.284,313.0
99435,8155645.0,118655225.0,2022-01-13,11004.0,3115.732,184577.0,140188.0,5.334,316.0
99436,8356514.0,119362717.0,2022-01-14,11052.0,3390.747,200869.0,140548.0,6.077,360.0
99437,8549450.0,120063141.0,2022-01-15,11196.0,3256.835,192936.0,140856.0,5.199,308.0
99438,8706915.0,120497346.0,2022-01-16,11227.0,2658.071,157465.0,141104.0,4.186,248.0
99439,8790302.0,121096075.0,2022-01-17,11059.0,1407.605,83387.0,141391.0,4.845,287.0
99440,9018425.0,121726340.0,2022-01-18,10832.0,3850.806,228123.0,141825.0,7.326,434.0
99441,9219391.0,122336886.0,2022-01-19,10584.0,3392.385,200966.0,142205.0,6.415,380.0
99442,9418256.0,122940165.0,2022-01-20,10333.0,3356.919,198865.0,142590.0,6.499,385.0
99443,9603856.0,123526385.0,2022-01-21,10041.0,3133.001,185600.0,142963.0,6.296,373.0
99444,9781191.0,124092396.0,2022-01-22,9716.0,2993.484,177335.0,143296.0,5.621,333.0
99445,9923678.0,124440665.0,2022-01-23,9509.0,2405.236,142487.0,143523.0,3.832,227.0
99446,10001344.0,124971350.0,2022-01-24,9345.0,1311.033,77666.0,143875.0,5.942,352.0
99447,10212621.0,125522786.0,2022-01-25,9155.0,3566.439,211277.0,144343.0,7.9,468.0
99448,10383561.0,126053739.0,2022-01-26,8963.0,2885.534,170940.0,144770.0,7.208,427.0
99449,10539601.0,126571943.0,2022-01-27,8758.0,2634.016,156040.0,145159.0,6.566,389.0
99450,10683948.0,127104537.0,2022-01-28,8629.0,2436.634,144347.0,145537.0,6.381,378.0
99451,10821375.0,127632878.0,2022-01-29,8538.0,2319.822,137427.0,145914.0,6.364,377.0
99452,10925485.0,127953332.0,2022-01-30,8471.0,1757.418,104110.0,146149.0,3.967,235.0
99453,10983116.0,128404526.0,2022-01-31,8279.0,972.834,57631.0,146498.0,5.891,349.0
99454,11116422.0,128829423.0,2022-02-01,7974.0,2250.258,133306.0,146925.0,7.208,427.0
99455,11235745.0,129217119.0,2022-02-02,7628.0,2014.219,119323.0,147320.0,6.668,395.0
99456,11348701.0,129577732.0,2022-02-03,7248.0,1906.742,112956.0,147734.0,6.988,414.0
99457,11449601.0,129945267.0,2022-02-04,6850.0,1703.232,100900.0,148167.0,7.309,433.0
99458,11542793.0,130310858.0,2022-02-05,6458.0,1573.118,93192.0,148542.0,6.33,375.0
99459,11621736.0,130501514.0,2022-02-06,6145.0,1332.589,78943.0,148771.0,3.866,229.0
99460,11663338.0,130785513.0,2022-02-07,5742.0,702.258,41602.0,149097.0,5.503,326.0
99461,11765767.0,131058442.0,2022-02-08,5375.0,1729.042,102429.0,149512.0,7.005,415.0
99462,11847436.0,131301380.0,2022-02-09,5026.0,1378.605,81669.0,149896.0,6.482,384.0
99463,11923631.0,131539698.0,2022-02-10,4731.0,1286.201,76195.0,150221.0,5.486,325.0
99464,11991109.0,131781084.0,2022-02-11,4427.0,1139.055,67478.0,150555.0,5.638,334.0
99465,12053330.0,132024103.0,2022-02-12,4131.0,1050.315,62221.0,150824.0,4.541,269.0
99466,12105675.0,132143538.0,2022-02-13,3960.0,883.604,52345.0,151015.0,3.224,191.0
99467,12134451.0,132316223.0,2022-02-14,3691.0,485.75,28776.0,151296.0,4.743,281.0
99468,12205474.0,132499627.0,2022-02-15,3475.0,1198.896,71023.0,151684.0,6.55,388.0
99469,12265343.0,132660895.0,2022-02-16,3278.0,1010.612,59869.0,151962.0,4.693,278.0
99470,12323398.0,132810257.0,2022-02-17,3064.0,979.991,58055.0,152282.0,5.402,320.0
99471,12377098.0,132978481.0,2022-02-18,2888.0,906.477,53700.0,152596.0,5.3,314.0
99472,12427773.0,133140740.0,2022-02-19,2693.0,855.414,50675.0,152848.0,4.254,252.0
99473,12469975.0,133216227.0,2022-02-20,2587.0,712.386,42202.0,152989.0,2.38,141.0
99474,12494459.0,133349600.0,2022-02-21,2492.0,413.3,24484.0,153190.0,3.393,201.0
99475,12554596.0,133476648.0,2022-02-22,2356.0,1015.136,60137.0,153512.0,5.435,322.0
99476,12603758.0,133595232.0,2022-02-23,2253.0,829.874,49162.0,153764.0,4.254,252.0
99477,12651251.0,133711744.0,2022-02-24,2174.0,801.7,47493.0,154013.0,4.203,249.0
99478,12693320.0,133842533.0,2022-02-25,2084.0,710.141,42069.0,154206.0,3.258,193.0
99479,12732680.0,133976123.0,2022-02-26,2015.0,664.412,39360.0,154416.0,3.545,210.0
99480,12764558.0,134036678.0,2022-02-27,1979.0,538.113,31878.0,154560.0,2.431,144.0
99481,12782836.0,134151856.0,2022-02-28,1935.0,308.54,18278.0,154767.0,3.494,207.0
99482,12829972.0,134236734.0,2022-03-01,1833.0,795.674,47136.0,155000.0,3.933,233.0
99483,12867918.0,134316402.0,2022-03-02,1739.0,640.543,37946.0,155214.0,3.612,214.0
99484,12910506.0,134402279.0,2022-03-03,1665.0,718.902,42588.0,155399.0,3.123,185.0
99485,12948859.0,134495720.0,2022-03-04,1575.0,647.414,38353.0,155609.0,3.545,210.0
99486,12990223.0,134584433.0,2022-03-05,1467.0,698.241,41364.0,155782.0,2.92,173.0
99487,13026112.0,134613778.0,2022-03-06,1392.0,605.82,35889.0,155887.0,1.772,105.0
99488,13048774.0,134687826.0,2022-03-07,1292.0,382.543,22662.0,156017.0,2.194,130.0
99489,13109527.0,134758770.0,2022-03-08,1259.0,1025.534,60753.0,156201.0,3.106,184.0
99490,13159342.0,134825180.0,2022-03-09,1227.0,840.897,49815.0,156357.0,2.633,156.0
99491,13214498.0,134898092.0,2022-03-10,1196.0,931.055,55156.0,156493.0,2.296,136.0
99492,13268459.0,134977686.0,2022-03-11,1162.0,910.883,53961.0,156649.0,2.633,156.0
99493,13323179.0,135055637.0,2022-03-12,1136.0,923.695,54720.0,156782.0,2.245,133.0
99494,13373207.0,135079847.0,2022-03-13,1124.0,844.492,50028.0,156868.0,1.452,86.0
99495,13402905.0,135142244.0,2022-03-14,1096.0,501.314,29698.0,156997.0,2.178,129.0
99496,13489319.0,135205670.0,2022-03-15,1078.0,1458.702,86414.0,157177.0,3.038,180.0
99497,13563466.0,135262468.0,2022-03-16,1055.0,1251.63,74147.0,157314.0,2.313,137.0
99498,13645834.0,135322556.0,2022-03-17,1024.0,1390.404,82368.0,157442.0,2.161,128.0
99499,13724411.0,135387178.0,2022-03-18,987.0,1326.411,78577.0,157607.0,2.785,165.0
99500,13800179.0,135447667.0,2022-03-19,945.0,1278.994,75768.0,157692.0,1.435,85.0
99501,13861743.0,135462940.0,2022-03-20,924.0,1039.224,61564.0,157785.0,1.57,93.0
99502,13895188.0,135515107.0,2022-03-21,899.0,564.565,33445.0,157904.0,2.009,119.0
99503,13992092.0,135565615.0,2022-03-22,868.0,1635.778,96904.0,158101.0,3.325,197.0
99504,14070450.0,135610411.0,2022-03-23,839.0,1322.714,78358.0,158254.0,2.583,153.0
99505,14153098.0,135661989.0,2022-03-24,819.0,1395.131,82648.0,158436.0,3.072,182.0
