,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2
29844,RYR96AT,,4ca644,EI-DYB,B738,EBCI,LIME,2021-07-01 09:14:36+00:00,2021-07-01 10:25:17+00:00,2021-07-01 00:00:00+00:00,50.45677185058594,4.442235043174342,0.0,45.65931934421345,9.752700805664062,373.38
31024,RYR1YL,,4d2288,,,,LIME,2021-07-01 09:40:46+00:00,2021-07-01 11:02:25+00:00,2021-07-01 00:00:00+00:00,39.54296047404661,-0.16998291015625,4267.2,45.6595458984375,9.751170088605184,365.76
32495,WZZ9036,,471f5f,HA-LWX,A320,,LIME,2021-07-01 10:12:45+00:00,2021-07-01 12:17:24+00:00,2021-07-01 00:00:00+00:00,47.00332900225106,27.81766451322115,6705.6,45.65959167480469,9.751304068216465,373.38
33017,RYR4002,,4d2270,,,,LIME,2021-07-01 10:22:06+00:00,2021-07-01 13:08:30+00:00,2021-07-01 00:00:00+00:00,32.03704833984375,-9.94130859375,11582.4,45.65736415022511,9.763069152832031,419.1
33090,RYR6000,,4d2214,9H-QEF,B738,LDZA,LIME,2021-07-01 10:23:23+00:00,2021-07-01 11:19:29+00:00,2021-07-01 00:00:00+00:00,45.7379150390625,16.06107386147104,0.0,45.65978486659163,9.750022888183594,365.76
33153,RYR28RE,,4ca2a9,EI-DHV,B738,LEBL,LIME,2021-07-01 10:24:38+00:00,2021-07-01 11:36:11+00:00,2021-07-01 00:00:00+00:00,41.26455533302436,2.061372236772017,304.8,45.65973831435381,9.75043487548828,358.14
33344,AWT233,,50101e,,,,LIME,2021-07-01 10:28:17+00:00,2021-07-01 11:46:56+00:00,2021-07-01 00:00:00+00:00,41.64555358886719,19.05041781338779,8534.4,45.64386400125795,9.750709533691406,365.76
33947,RYR5NU,,48c138,,,LHBP,LIME,2021-07-01 10:40:16+00:00,2021-07-01 11:57:22+00:00,2021-07-01 00:00:00+00:00,47.43951416015625,19.26713562011719,0.0,45.6591796875,9.753849680830792,365.76
34776,RYR7J,,4d2251,,,LICJ,LIME,2021-07-01 10:56:37+00:00,2021-07-01 12:19:57+00:00,2021-07-01 00:00:00+00:00,38.240478515625,13.20509890292553,1524.0,45.6594590009269,9.75201416015625,365.76
36205,RYR2MU,,4d2240,,,,LIME,2021-07-01 11:20:06+00:00,2021-07-01 12:39:53+00:00,2021-07-01 00:00:00+00:00,40.76113943326271,17.81763943758878,1524.0,45.65978486659163,9.75029754638672,365.76
36433,RYR9VT,,4d225f,,,LEIB,LIME,2021-07-01 11:23:34+00:00,2021-07-01 12:52:57+00:00,2021-07-01 00:00:00+00:00,38.87847383143538,1.386962890625,0.0,45.65798950195312,9.759543814310216,403.86
39872,RYR6AY,,4d2275,,,EHEH,LIME,2021-07-01 12:13:41+00:00,2021-07-01 13:22:44+00:00,2021-07-01 00:00:00+00:00,51.44748493776483,5.371551513671875,0.0,45.65959167480469,9.751304068216465,10035.54
40897,RYR9JN,,4ca805,EI-EKG,B738,EGCC,LIME,2021-07-01 12:26:30+00:00,2021-07-01 14:10:10+00:00,2021-07-01 00:00:00+00:00,53.34919040485963,-2.283782958984375,0.0,45.65940856933594,9.752777843940548,373.38
42101,PGT19N,,4b8e41,TC-CRA,B738,LTFJ,LIME,2021-07-01 12:42:00+00:00,2021-07-01 15:20:08+00:00,2021-07-01 00:00:00+00:00,40.887451171875,29.2794189453125,304.8,45.65922546386719,9.753045803163111,381.0
42285,VND1009,,30061c,I-AVND,LJ45,LFMN,LIME,2021-07-01 12:44:15+00:00,2021-07-01 13:15:13+00:00,2021-07-01 00:00:00+00:00,43.62507965605138,7.307477678571428,914.4,45.65927124023438,9.753045803163111,388.62
42333,RYR7NF,,4d21f7,,,EYVI,LIME,2021-07-01 12:44:50+00:00,2021-07-01 14:56:41+00:00,2021-07-01 00:00:00+00:00,54.65130304886122,25.29776833274148,304.8,45.65913391113281,9.753849680830792,388.62
44308,RYR74EH,,4d2235,,,EDDH,LIME,2021-07-01 13:07:25+00:00,2021-07-01 14:30:29+00:00,2021-07-01 00:00:00+00:00,53.64316778667902,9.984956629136027,0.0,45.65744018554688,9.762893304592229,419.1
44600,MABGV,,43ea06,M-ABGV,LJ45,EGSS,LIME,2021-07-01 13:10:30+00:00,2021-07-01 14:38:05+00:00,2021-07-01 00:00:00+00:00,51.89080810546875,0.2437777132601351,0.0,45.65750380693856,9.762039184570312,426.72
46366,WZZ16AB,,471f51,HA-LWJ,A320,,LIME,2021-07-01 13:30:24+00:00,2021-07-01 14:50:41+00:00,2021-07-01 00:00:00+00:00,41.7213134765625,18.97307656028054,7010.400000000001,45.65931701660156,9.752777843940548,388.62
47690,RYR2QA,,4d2229,,,LIEE,LIME,2021-07-01 13:45:00+00:00,2021-07-01 14:53:52+00:00,2021-07-01 00:00:00+00:00,39.26348876953125,9.039598547894022,304.8,45.6599710755429,9.74919891357422,365.76
49323,RYR7611,,4d224d,,,,LIME,2021-07-01 14:03:12+00:00,2021-07-01 15:00:23+00:00,2021-07-01 00:00:00+00:00,40.99455235368114,13.9934609153054,4876.8,45.6591796875,9.753447741996952,381.0
49487,ISTDI,,300472,,,LIME,LIME,2021-07-01 14:05:06+00:00,2021-07-01 14:35:20+00:00,2021-07-01 00:00:00+00:00,45.7321735963983,9.744117736816406,609.6,45.68496962725106,9.722694396972656,510.54
50234,RYR15ZV,,4d2255,,,LGRP,LIME,2021-07-01 14:12:08+00:00,2021-07-01 17:01:49+00:00,2021-07-01 00:00:00+00:00,36.40906382415254,28.09881981382979,0.0,45.65173132944915,9.793556213378906,556.26
51476,ID169,,31ddd7,,,LILV,LIME,2021-07-01 14:24:33+00:00,2021-07-01 14:57:46+00:00,2021-07-01 00:00:00+00:00,45.70280456542969,9.569493735708845,304.8,45.50369521318856,9.69014237566692,259.08
52295,RYR5538,,4d2210,,,,LIME,2021-07-01 14:32:49+00:00,2021-07-01 15:58:24+00:00,2021-07-01 00:00:00+00:00,42.73956298828125,-2.054251737372795,5791.2,45.65801588155455,9.75922393798828,411.48
52612,RYR9TX,,4ca8d5,EI-ENJ,B738,,LIME,2021-07-01 14:35:57+00:00,2021-07-01 17:22:18+00:00,2021-07-01 00:00:00+00:00,31.84153747558594,-8.003649902343739,4267.2,45.65908813476562,9.753916670636434,388.62
54486,RYR5LE,,4d2238,,,LBSF,LIME,2021-07-01 14:55:31+00:00,2021-07-01 16:43:44+00:00,2021-07-01 00:00:00+00:00,42.69395343327926,23.43944283418877,304.8,45.6594590009269,9.751945495605469,381.0
56500,RYR4ZZ,,4d2213,9H-QCY,B738,,LIME,2021-07-01 15:17:20+00:00,2021-07-01 16:49:58+00:00,2021-07-01 00:00:00+00:00,37.69065856933594,15.44087511427859,3962.4,45.65693664550781,9.765304937595277,434.34
58212,RYR6EA,,4d2251,,,LIEA,LIME,2021-07-01 15:35:35+00:00,2021-07-01 16:30:36+00:00,2021-07-01 00:00:00+00:00,40.65312194824219,8.30352783203125,304.8,45.65950012207031,9.751505037633384,373.38
58725,IBGBG,,300633,I-BGBG,C152,LIME,LIME,2021-07-01 15:40:49+00:00,2021-07-01 16:55:16+00:00,2021-07-01 00:00:00+00:00,45.67659022444386,9.674079895019531,304.8,45.66307067871094,9.743064322122716,480.06
59806,DEZWA,,3d48e8,D-EZWA,C172,LIPL,LIME,2021-07-01 15:51:49+00:00,2021-07-01 16:06:57+00:00,2021-07-01 00:00:00+00:00,45.51719536215572,10.25841689691311,304.8,45.6607624635858,9.744186401367188,426.72
60721,RYR6JR,,4d2214,9H-QEF,B738,LIBD,LIME,2021-07-01 16:01:19+00:00,2021-07-01 17:15:36+00:00,2021-07-01 00:00:00+00:00,41.14947820113877,16.79790843616832,304.8,45.65941244868909,9.752082824707031,381.0
60730,RYR6XX,,4d223b,,,,LIME,2021-07-01 16:01:24+00:00,2021-07-01 17:18:48+00:00,2021-07-01 00:00:00+00:00,40.81283569335938,17.72265625,2438.4,45.658447265625,9.757266160918446,403.86
60889,VOE13VM,,345699,EC-MUX,A319,LIEO,LIME,2021-07-01 16:02:51+00:00,2021-07-01 16:59:11+00:00,2021-07-01 00:00:00+00:00,40.86831665039062,9.45654296875,914.4,45.65959167480469,9.751036108993905,373.38
62762,RYR4YP,,4d228f,,,EDDB,LIME,2021-07-01 16:22:34+00:00,2021-07-01 17:39:35+00:00,2021-07-01 00:00:00+00:00,52.37271066439354,13.50619942801339,0.0,45.6570848367982,9.7646484375,434.34
63101,RYR88BA,,4ca259,EI-DHD,B738,LEIB,LIME,2021-07-01 16:26:43+00:00,2021-07-01 17:53:53+00:00,2021-07-01 00:00:00+00:00,38.87800598144531,1.385710343070652,0.0,45.65927279197563,9.752769470214844,381.0
66379,RYR55SU,,4d225f,,,,LIME,2021-07-01 17:03:39+00:00,2021-07-01 18:15:59+00:00,2021-07-01 00:00:00+00:00,38.550513316009,12.42266845703125,5791.2,45.65880726959745,9.755172729492188,388.62
66541,RYR4JM,,48c124,SP-RKE,B738,EPKK,LIME,2021-07-01 17:05:30+00:00,2021-07-01 18:26:51+00:00,2021-07-01 00:00:00+00:00,50.07419392213983,19.76084116342905,304.8,45.66020383673199,9.748306274414062,350.52
67787,RYR6GK,,4d2246,,,,LIME,2021-07-01 17:19:51+00:00,2021-07-01 18:18:14+00:00,2021-07-01 00:00:00+00:00,41.17433166503906,14.1063232421875,3962.4,45.65904235839844,9.754251619664634,388.62
69000,RYR7BN,,4d224e,,,LICA,LIME,2021-07-01 17:34:10+00:00,2021-07-01 18:58:28+00:00,2021-07-01 00:00:00+00:00,38.90730285644531,16.22304501740829,304.8,45.65986633300781,9.74976330268674,365.76
69129,WZZ2029,,471f48,HA-LWA,A320,,LIME,2021-07-01 17:35:45+00:00,2021-07-01 19:32:43+00:00,2021-07-01 00:00:00+00:00,46.46795654296875,26.56541033488949,4876.8,45.65972900390625,9.750768149771345,365.76
69147,RYR88LR,,4d2275,,,,LIME,2021-07-01 17:36:00+00:00,2021-07-01 19:05:37+00:00,2021-07-01 00:00:00+00:00,40.20236206054688,19.05657958984375,9448.8,45.65950555316472,9.751739501953123,373.38
70903,RYR83HM,,4d21ee,,,LIEE,LIME,2021-07-01 17:56:34+00:00,2021-07-01 19:01:29+00:00,2021-07-01 00:00:00+00:00,39.24476623535156,9.06204887058424,-304.8,45.65986633300781,9.75023223132622,365.76
72057,SRR6401,,45ce49,OY-SRI,B762,,LIME,2021-07-01 18:10:00+00:00,2021-07-01 18:47:52+00:00,2021-07-01 00:00:00+00:00,43.70082092285156,13.43864263490189,2133.6,45.66091918945312,9.744069169207318,335.28
73647,RYR550Q,,4d222a,,,LIBD,LIME,2021-07-01 18:29:01+00:00,2021-07-01 19:44:58+00:00,2021-07-01 00:00:00+00:00,41.14072638042902,16.76838267933239,0.0,45.6578762248411,9.760597229003906,403.86
75203,RYR4765,,4d2288,,,EETN,LIME,2021-07-01 18:47:30+00:00,2021-07-01 21:17:50+00:00,2021-07-01 00:00:00+00:00,59.41327111195709,24.84027731007543,0.0,45.65744018554688,9.762759324980946,403.86
75470,RYR8096,,4d227a,,,,LIME,2021-07-01 18:50:44+00:00,2021-07-01 20:07:29+00:00,2021-07-01 00:00:00+00:00,40.76651000976562,17.7979736328125,1828.8,45.65913391113281,9.753849680830792,381.0
75635,RYR23WG,,4ca766,EI-EFK,B738,LEBL,LIME,2021-07-01 18:53:01+00:00,2021-07-01 20:04:43+00:00,2021-07-01 00:00:00+00:00,41.28996276855469,2.09674072265625,-304.8,45.65986633300781,9.75009825171494,365.76
75783,RYR9CJ,,4d2210,,,LEPA,LIME,2021-07-01 18:55:01+00:00,2021-07-01 20:14:30+00:00,2021-07-01 00:00:00+00:00,39.55040883209745,2.7176513671875,0.0,45.65950555316472,9.751945495605469,365.76
76211,IRJAH,,3007e2,,,LILB,LIME,2021-07-01 19:00:34+00:00,2021-07-01 19:16:59+00:00,2021-07-01 00:00:00+00:00,45.77069091796875,9.04737519054878,304.8,45.50335693359375,9.920196533203123,167.64
76292,WZZ878,,471f8d,HA-LYR,A320,,LIME,2021-07-01 19:01:40+00:00,2021-07-01 20:18:09+00:00,2021-07-01 00:00:00+00:00,46.71638100834216,21.26424407958984,10668.0,45.65964520987818,9.751052856445312,365.76
76425,RYR4ZQ,,4d2240,,,LPPR,LIME,2021-07-01 19:03:12+00:00,2021-07-01 21:07:53+00:00,2021-07-01 00:00:00+00:00,41.25882940777277,-8.684068159623564,0.0,45.65973831435381,9.750503540039062,358.14
77292,RYR545,,48c22d,,,EPPO,LIME,2021-07-01 19:14:18+00:00,2021-07-01 20:42:28+00:00,2021-07-01 00:00:00+00:00,52.42364501953125,16.81327819824219,0.0,45.66057625463453,9.7459716796875,342.9
77960,RYR2,,4d21f7,,,LICJ,LIME,2021-07-01 19:22:44+00:00,2021-07-01 20:38:34+00:00,2021-07-01 00:00:00+00:00,38.25974803859904,13.20150624150815,1219.2,45.6595458984375,9.751706007050306,365.76
80341,RYR7X,,4d2279,,,ESKN,LIME,2021-07-01 19:54:13+00:00,2021-07-01 22:07:34+00:00,2021-07-01 00:00:00+00:00,58.77173472259004,16.7523193359375,609.6,45.65680552337129,9.766021728515623,419.1
80372,RYR5TJ,,4d226f,,,LPPT,LIME,2021-07-01 19:54:35+00:00,2021-07-01 22:04:37+00:00,2021-07-01 00:00:00+00:00,38.78965216167902,-9.13104248046875,304.8,45.65610723980402,9.771102905273438,457.2
80496,RYR50CR,,4d2251,,,LROP,LIME,2021-07-01 19:56:14+00:00,2021-07-01 21:44:47+00:00,2021-07-01 00:00:00+00:00,44.56645202636719,26.10044206891741,0.0,45.65945434570312,9.752040956078506,365.76
82174,RYR8GC,,4d2235,,,,LIME,2021-07-01 20:19:43+00:00,2021-07-01 21:48:30+00:00,2021-07-01 00:00:00+00:00,37.70405397576801,15.33882472826087,3657.6,45.6580810546875,9.759208865282012,388.62
84430,RYR3GG,,4d2238,,,EKCH,LIME,2021-07-01 20:49:23+00:00,2021-07-01 22:26:55+00:00,2021-07-01 00:00:00+00:00,55.61293262546345,12.64826774597168,0.0,45.65522274728549,9.7745361328125,457.2
85439,RYR4RB,,4d2214,9H-QEF,B738,,LIME,2021-07-01 21:02:09+00:00,2021-07-01 21:58:14+00:00,2021-07-01 00:00:00+00:00,40.97053139896716,14.05994068492543,4876.8,45.6591796875,9.753380752191312,365.76
85958,RYR401M,,4d224e,,,LIBP,LIME,2021-07-01 21:09:41+00:00,2021-07-01 22:01:47+00:00,2021-07-01 00:00:00+00:00,42.4273681640625,14.17898004705256,0.0,45.65717794127383,9.764305114746094,411.48
101190,SRR6402,,45ce4f,OY-SRO,B762,EDDK,LIME,2021-07-02 01:06:48+00:00,2021-07-02 02:04:57+00:00,2021-07-02 00:00:00+00:00,50.86015319824219,7.158557788745777,0.0,45.65983141882945,9.749954223632812,350.52
104317,SRR6498,,45ce4b,OY-SRK,B762,EDDK,LIME,2021-07-02 02:07:51+00:00,2021-07-02 03:09:43+00:00,2021-07-02 00:00:00+00:00,50.86227675615731,7.148723602294922,0.0,45.65817260742188,9.758806926448171,388.62
106890,VAS7930,,42428e,VP-BCJ,B734,EDDP,LIME,2021-07-02 03:01:18+00:00,2021-07-02 04:07:28+00:00,2021-07-02 00:00:00+00:00,51.41350180415784,12.2442626953125,0.0,45.6780333438162,9.65203857421875,426.72
109450,RYR2BD,,4ca891,EI-ENE,B738,,LIME,2021-07-02 04:04:07+00:00,2021-07-02 05:25:46+00:00,2021-07-02 00:00:00+00:00,41.96910095214844,19.8836933482777,11582.4,45.65699173232256,9.765129089355469,388.62
110021,BLA6AN,,4a09b1,,,,LIME,2021-07-02 04:17:49+00:00,2021-07-02 06:05:58+00:00,2021-07-02 00:00:00+00:00,46.51496887207031,26.41488424161586,3962.4,45.65950555316472,9.751739501953123,342.9
110416,RYR4659,FR4659,4d2273,,,LIBD,LIME,2021-07-02 04:26:40+00:00,2021-07-02 05:35:59+00:00,2021-07-02 00:00:00+00:00,41.13379009699417,16.7439131303267,0.0,45.65955210540254,9.751602172851562,342.9
110425,RYR353Q,,4d2228,,,LMML,LIME,2021-07-02 04:26:59+00:00,2021-07-02 06:16:24+00:00,2021-07-02 00:00:00+00:00,35.82879638671875,14.42665100097656,304.8,45.65908658302436,9.754005432128906,342.9
110585,RYR8V,,4d2245,,,,LIME,2021-07-02 04:30:35+00:00,2021-07-02 05:48:14+00:00,2021-07-02 00:00:00+00:00,38.25718688964844,13.01371472947141,1828.8,45.65977478027344,9.7503662109375,335.28
110809,RYR2TW,,4ca4ee,EI-DPJ,B738,LEBL,LIME,2021-07-02 04:36:10+00:00,2021-07-02 05:52:09+00:00,2021-07-02 00:00:00+00:00,41.290283203125,2.09759521484375,0.0,45.65950012207031,9.751706007050306,342.9
111048,RYR4707,,4d21ee,,,LIEE,LIME,2021-07-02 04:41:50+00:00,2021-07-02 05:54:38+00:00,2021-07-02 00:00:00+00:00,39.25273132324219,9.052794083305027,0.0,45.65973831435381,9.75091552734375,327.66
111825,RYR54FP,,4ca9ed,EI-EVP,B738,EIDW,LIME,2021-07-02 05:00:08+00:00,2021-07-02 06:56:54+00:00,2021-07-02 00:00:00+00:00,53.42209120928231,-6.283048741957714,0.0,45.65755035917638,9.762176513671877,381.0
112125,RYR94KV,,4ca4f2,EI-DPN,B738,EGSS,LIME,2021-07-02 05:06:57+00:00,2021-07-02 06:33:15+00:00,2021-07-02 00:00:00+00:00,51.89438642081568,0.24884033203125,0.0,45.6594590009269,9.751876831054688,342.9
113405,PHANO,,484615,PH-ANO,C56X,ETHN,LIME,2021-07-02 05:35:58+00:00,2021-07-02 06:22:19+00:00,2021-07-02 00:00:00+00:00,49.38517425019862,9.924051385176808,609.6,45.65592103085275,9.77069091796875,419.1
113890,RBG542,E5542,0101cd,,,HECA,LIME,2021-07-02 05:47:51+00:00,2021-07-02 09:17:43+00:00,2021-07-02 00:00:00+00:00,30.1302841962394,31.43671875,304.8,45.65950555316472,9.751602172851562,335.28
113962,MAC457A,,0200f9,CN-NMF,A320,GMMN,LIME,2021-07-02 05:49:50+00:00,2021-07-02 08:21:50+00:00,2021-07-02 00:00:00+00:00,33.3709716796875,-7.589086415816325,0.0,45.65982055664062,9.75023223132622,335.28
114519,RYR5149,,4d22b7,,,,LIME,2021-07-02 06:03:37+00:00,2021-07-02 06:47:20+00:00,2021-07-02 00:00:00+00:00,44.28497314453125,15.09371076311384,3352.8,45.65955210540254,9.751327514648438,342.9
115437,RYR5NU,,4d228f,,,LHBP,LIME,2021-07-02 06:27:34+00:00,2021-07-02 07:41:14+00:00,2021-07-02 00:00:00+00:00,47.43966312731727,19.26685039813702,0.0,45.65941244868909,9.752151489257812,342.9
116059,RYR4036,,4d2246,,,LIBP,LIME,2021-07-02 06:46:01+00:00,2021-07-02 07:37:54+00:00,2021-07-02 00:00:00+00:00,42.43574523925781,14.18765674937855,0.0,45.65986633300781,9.75023223132622,335.28
116329,RYR1FJ,,4d227f,,,,LIME,2021-07-02 06:52:49+00:00,2021-07-02 08:09:25+00:00,2021-07-02 00:00:00+00:00,40.77662658691406,17.7755126953125,1828.8,45.65817260742188,9.759074885670731,365.76
116475,RYR46KL,,4d225f,,,,LIME,2021-07-02 06:56:47+00:00,2021-07-02 07:56:28+00:00,2021-07-02 00:00:00+00:00,41.0518798828125,14.06500244140625,4876.8,45.65908813476562,9.754251619664634,342.9
